           1   3681058.00687669     
           2   1522717.38467070     
           3   2017097.66897209     
           4   3784772.77165983     
           5   5353457.82635555     
           6   7165985.41457771     
           7   14206720.2735099     
           8   13606883.7942903     
           9   22175702.5416491     
          10   18419056.4917547     
          11   24371374.1403868     
          12   13118524.1097933     
          13   19541186.8603766     
          14   11979961.3211099     
          15   28292715.3338713     
          16   18656776.4157977     
          17   22055896.0444351     
          18   16383902.1512250     
          19   19700057.4372350     
          20   4748329.32748064     
          21   9366882.41616406     
          22   3832287.15149622     
          23   2991104.43780510     
          24   2815938.40302270     
          25   1637047.55184892     
          26   2174985.83815656     
          27   1333692.84550527     
          28  2.210616071462481E-015
          29  1.566440957217218E-015
          30  1.072408211970599E-015
          31  3.218828060302630E-015
          32  7.433446689860244E-016
          33  2.008909557748516E-015
          34  4.793588354072968E-016
          35  8.126663164874906E-016
          36  2.937690915621626E-016
          37  2.275503029291685E-016
          38  1.072690990339265E-016
